file_id,innings,max_partnership,total_partnerships,avg_partnership,partnerships_50plus,partnerships_100plus
829801,2,69,5,24.0,1,0
829803,1,34,7,15.142857142857142,0,0
829803,2,33,7,12.0,0,0
829805,1,92,5,34.2,1,0
829805,2,45,8,20.75,0,0
829807,1,103,3,45.0,1,1
829807,2,43,5,16.6,0,0
829809,1,44,8,16.25,0,0
829809,2,92,4,33.5,1,0
829811,1,80,6,33.166666666666664,1,0
829811,2,56,10,19.0,2,0
829813,1,55,6,31.166666666666668,2,0
829813,2,2,1,2.0,0,0
829815,1,28,10,11.3,0,0
829815,2,106,2,57.0,1,1
829817,1,90,7,26.714285714285715,1,0
829817,2,46,10,16.2,0,0
829819,1,113,5,36.0,1,1
829819,2,24,10,10.9,0,0
829821,1,44,9,15.444444444444445,0,0
829821,2,47,8,17.5,0,0
829823,1,119,6,33.666666666666664,2,1
829823,2,66,9,17.88888888888889,1,0
980901,1,28,9,13.444444444444445,0,0
980901,2,78,2,63.0,1,0
980903,1,24,10,9.8,0,0
980903,2,69,2,49.5,1,0
980905,1,78,7,23.0,2,0
980905,2,65,6,27.0,2,0
980907,1,157,5,45.4,1,1
980907,2,51,7,26.0,1,0
980909,1,100,6,31.166666666666668,1,1
980909,2,66,5,37.6,2,0
980911,1,86,6,27.166666666666668,1,0
980911,2,85,4,41.0,1,0
980913,1,29,10,11.1,0,0
980913,2,91,3,37.666666666666664,1,0
980915,1,67,8,17.75,1,0
980915,2,92,3,48.666666666666664,1,0
980917,1,42,9,15.88888888888889,0,0
980917,2,53,8,18.375,1,0
980919,1,63,7,21.714285714285715,2,0
980919,2,97,5,30.6,1,0
980921,1,107,6,31.833333333333332,2,1
980921,2,134,4,48.0,1,1
980923,1,63,7,20.285714285714285,1,0
980923,2,62,4,36.25,1,0
980925,1,26,9,15.333333333333334,0,0
980925,2,82,5,28.2,1,0
980927,1,63,8,21.25,2,0
980927,2,76,5,34.2,1,0
980929,1,56,8,16.875,1,0
980929,2,137,1,137.0,1,1
980931,1,155,4,46.25,1,1
980931,2,91,10,17.2,1,0
980933,1,71,5,32.8,1,0
980933,2,53,8,19.25,1,0
980935,1,50,7,20.428571428571427,1,0
980935,2,90,6,24.333333333333332,1,0
980937,1,121,3,60.0,2,1
980937,2,53,5,36.4,1,0
980939,1,56,6,26.666666666666668,1,0
980939,2,51,9,18.0,1,0
980941,1,137,6,31.5,1,1
980941,2,89,8,20.5,1,0
980943,1,47,9,13.11111111111111,0,0
980943,2,80,3,31.333333333333332,1,0
980945,1,112,7,24.571428571428573,1,1
980945,2,87,6,28.5,1,0
980947,1,69,6,29.0,1,0
980947,2,72,5,35.6,2,0
980949,1,111,4,48.75,2,1
980949,2,93,8,24.5,2,0
980951,1,105,8,23.25,1,1
980951,2,44,10,15.9,0,0
980953,1,124,6,32.333333333333336,1,1
980953,2,42,6,29.833333333333332,0,0
980955,1,65,10,15.4,1,0
980955,2,39,10,13.1,0,0
980957,1,84,6,26.5,1,0
980957,2,70,3,53.666666666666664,2,0
980959,1,84,7,26.428571428571427,1,0
980959,2,96,6,31.5,1,0
980961,1,52,7,21.285714285714285,2,0
980961,2,115,3,50.0,1,1
980963,1,101,3,54.666666666666664,1,1
980963,2,67,10,15.7,1,0
980965,1,45,8,20.25,0,0
980965,2,59,4,41.5,1,0
980967,1,45,7,18.0,0,0
980967,2,27,6,21.5,0,0
980969,1,106,7,27.285714285714285,1,1
980969,2,94,4,48.75,2,0
980971,1,58,6,30.166666666666668,1,0
980971,2,70,6,28.666666666666668,2,0
980973,1,85,4,44.25,2,0
980973,2,23,10,9.2,0,0
980975,1,134,5,31.6,1,1
980975,2,49,6,27.333333333333332,0,0
980977,1,88,6,29.166666666666668,2,0
980977,2,51,5,34.8,1,0
980979,1,46,8,17.125,0,0
980979,2,49,8,16.625,0,0
980981,1,53,5,30.2,1,0
980981,2,58,5,30.6,2,0
980983,1,67,9,16.22222222222222,1,0
980983,2,72,4,37.5,2,0
980985,1,42,10,12.4,0,0
980985,2,116,4,31.75,1,1
980987,1,229,3,82.66666666666667,1,1
980987,2,30,10,10.4,0,0
980989,1,41,7,14.714285714285714,0,0
980989,2,58,3,22.0,1,0
980991,1,65,5,35.8,2,0
980991,2,68,4,45.0,1,0
980993,1,98,5,41.2,1,0
980993,2,35,10,12.6,0,0
980995,1,76,6,30.5,2,0
980995,2,115,2,93.0,2,1
980997,1,28,7,17.285714285714285,0,0
980997,2,45,2,38.0,0,0
980999,1,147,4,52.75,1,1
980999,2,26,10,12.0,0,0
981001,1,41,9,13.777777777777779,0,0
981001,2,59,5,25.0,1,0
981003,1,46,7,22.571428571428573,0,0
981003,2,73,5,32.2,1,0
981005,1,60,8,21.5,2,0
981005,2,58,7,24.714285714285715,1,0
981007,1,75,8,21.5,1,0
981007,2,96,5,34.6,2,0
981009,1,87,7,24.428571428571427,1,0
981009,2,58,9,16.555555555555557,1,0
981011,1,31,8,17.25,0,0
981011,2,66,5,27.8,1,0
981013,1,85,10,15.8,1,0
981013,2,91,7,22.714285714285715,1,0
981015,1,59,9,18.0,1,0
981015,2,46,9,15.555555555555555,0,0
981017,1,51,8,20.25,1,0
981017,2,46,7,23.285714285714285,0,0
981019,1,63,8,26.0,1,0
981019,2,114,8,25.0,1,1
