full_name,data_name,team_2026,role,venue,venue_bat_innings,venue_runs,venue_balls,venue_bat_avg,venue_bat_sr,venue_bowl_innings,venue_wickets,venue_econ,venue_bowl_sr,venue_bat_score,venue_bowl_score
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,Dubai International Cricket Stadium,,,,,,1,1,9.0,24.0,,
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Eden Gardens, Kolkata",3,17,14,5.67,121.43,9,13,8.63,14.5,47.6,53.2
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"M Chinnaswamy Stadium, Bengaluru",10,95,89,9.5,106.74,24,32,8.03,15.8,47.5,58.0
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"MA Chidambaram Stadium, Chennai",2,6,2,3.0,300.0,7,5,11.08,24.8,103.8,17.9
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,2,3,7.86,14.0,,64.2
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,1,3,1.0,33.33,5,5,8.81,19.2,12.4,39.9
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Sawai Mansingh Stadium, Jaipur",2,27,10,13.5,270.0,4,4,9.44,22.2,106.9,32.0
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,Sharjah Cricket Stadium,1,4,5,4.0,80.0,1,2,7.5,12.0,31.7,
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,Sheikh Zayed Stadium,1,0,1,0.0,0.0,2,3,7.5,12.0,0.0,68.8
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Wankhede Stadium, Mumbai",4,38,33,9.5,115.15,12,11,9.79,22.9,50.3,25.5
R Vinay Kumar,R Vinay Kumar,Kolkata Knight Riders,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Wankhede Stadium, Mumbai",,,,,,,,,,,
RA Shaikh,RA Shaikh,Mumbai Indians,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,3,9,3.0,33.33,,,,,14.9,
RE Levi,RE Levi,Mumbai Indians,batter,Dubai International Cricket Stadium,,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"MA Chidambaram Stadium, Chennai",1,50,35,50.0,142.86,,,,,110.1,
RE Levi,RE Levi,Mumbai Indians,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,Sharjah Cricket Stadium,,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,Sheikh Zayed Stadium,,,,,,,,,,,
RE Levi,RE Levi,Mumbai Indians,batter,"Wankhede Stadium, Mumbai",4,30,29,7.5,103.45,,,,,43.9,
RE Levi,RE Levi,Mumbai Indians,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Arun Jaitley Stadium, Delhi",3,18,18,6.0,100.0,5,6,5.26,19.0,40.8,80.0
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Eden Gardens, Kolkata",1,1,2,1.0,50.0,2,5,7.86,8.4,17.9,76.8
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"MA Chidambaram Stadium, Chennai",1,14,16,14.0,87.5,2,1,6.0,36.0,46.7,62.5
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Sawai Mansingh Stadium, Jaipur",1,2,3,2.0,66.67,1,1,10.25,24.0,24.7,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
RE van der Merwe,RE van der Merwe,Delhi Daredevils,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Eden Gardens, Kolkata",1,2,2,2.0,100.0,1,1,9.13,23.0,35.8,
RG More,RG More,Chennai Super Kings,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Wankhede Stadium, Mumbai",,,,,,,,,,,
RG More,RG More,Chennai Super Kings,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,2,2,2.0,100.0,1,0,10.25,,35.8,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"MA Chidambaram Stadium, Chennai",,,,,,1,1,8.09,23.0,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,1,1,11.14,21.0,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Wankhede Stadium, Mumbai",,,,,,,,,,,
RJ Gleeson,RJ Gleeson,Mumbai Indians,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Arun Jaitley Stadium, Delhi",1,1,1,1.0,100.0,1,0,12.0,,34.6,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Brabourne Stadium, Mumbai",1,13,10,13.0,130.0,1,1,10.0,24.0,59.6,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Dr DY Patil Sports Academy, Mumbai",2,18,18,9.0,100.0,2,3,6.43,14.0,44.6,82.1
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Eden Gardens, Kolkata",,,,,,1,0,7.0,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",3,17,9,5.67,188.89,6,9,7.09,15.3,70.1,73.9
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"M Chinnaswamy Stadium, Bengaluru",1,17,25,17.0,68.0,3,6,10.0,10.0,43.9,50.0
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,13,15,3.25,86.67,7,8,7.62,19.5,33.0,58.3
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Sawai Mansingh Stadium, Jaipur",1,2,3,2.0,66.67,1,0,7.75,,24.7,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Wankhede Stadium, Mumbai",1,1,2,1.0,50.0,1,2,8.25,12.0,17.9,
RJ Harris,RJ Harris,Kings XI Punjab,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Arun Jaitley Stadium, Delhi",1,2,2,2.0,100.0,1,3,9.25,8.0,35.8,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,16,7,16.0,228.57,1,0,3.0,,96.2,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Wankhede Stadium, Mumbai",2,1,7,0.5,14.29,2,0,10.0,,5.4,
RJ Peterson,RJ Peterson,Mumbai Indians,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,Dubai International Cricket Stadium,,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,Sharjah Cricket Stadium,,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,Sheikh Zayed Stadium,,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
RJ Quiney,RJ Quiney,Rajasthan Royals,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"M Chinnaswamy Stadium, Bengaluru",1,3,6,3.0,50.0,3,3,12.1,20.0,20.4,25.0
RJW Topley,RJW Topley,Mumbai Indians,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,1,0,13.33,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,1,2,6.75,12.0,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Wankhede Stadium, Mumbai",,,,,,1,0,11.33,,,
RJW Topley,RJW Topley,Mumbai Indians,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
RK Bhui,RK Bhui,Delhi Capitals,batter,Dubai International Cricket Stadium,,,,,,,,,,,
