full_name,data_name,team_2026,role,venue,venue_bat_innings,venue_runs,venue_balls,venue_bat_avg,venue_bat_sr,venue_bowl_innings,venue_wickets,venue_econ,venue_bowl_sr,venue_bat_score,venue_bowl_score
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,Dubai International Cricket Stadium,1,0,1,0.0,0.0,1,0,9.5,,0.0,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"MA Chidambaram Stadium, Chennai",1,6,11,6.0,54.55,2,1,7.43,42.0,25.7,44.6
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,Sharjah Cricket Stadium,,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,Sheikh Zayed Stadium,,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Finn Allen,FA Allen,Kolkata Knight Riders,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Arun Jaitley Stadium, Delhi",,,,,,2,2,7.3,18.5,,58.8
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,1,2,7.25,12.0,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,3,6,8.74,11.3,,65.8
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Brabourne Stadium, Mumbai",,,,,,1,0,8.18,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,1,3,8.0,8.0,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Eden Gardens, Kolkata",,,,,,2,1,8.38,48.0,,32.7
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,2,5,9.75,9.6,,53.1
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"MA Chidambaram Stadium, Chennai",,,,,,13,24,8.35,12.0,,66.8
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,2,3,10.71,14.0,,37.5
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,1,0,13.0,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,1,1,12.25,24.0,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Wankhede Stadium, Mumbai",,,,,,3,6,10.19,8.8,,50.0
Matheesha Pathirana,M Pathirana,Kolkata Knight Riders,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Anukul Roy,Anukul Roy,Kolkata Knight Riders,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,Dubai International Cricket Stadium,,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,Sharjah Cricket Stadium,,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,Sheikh Zayed Stadium,,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Tejasvi Singh,Tejasvi Singh,Kolkata Knight Riders,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Arun Jaitley Stadium, Delhi",,,,,,1,1,8.0,24.0,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Brabourne Stadium, Mumbai",1,7,5,7.0,140.0,1,0,9.25,,55.4,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,Dubai International Cricket Stadium,3,4,7,1.33,57.14,7,7,9.19,20.7,20.7,35.1
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,1,0,13.0,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,2,1,15.3,20.0,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,Sharjah Cricket Stadium,1,2,3,2.0,66.67,1,1,9.25,24.0,24.7,
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,Sheikh Zayed Stadium,,,,,,4,4,10.31,24.0,,25.0
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Wankhede Stadium, Mumbai",1,0,1,0.0,0.0,2,1,12.15,41.0,0.0,12.5
Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,1,1,10.25,24.0,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Brabourne Stadium, Mumbai",,,,,,1,2,10.5,6.0,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Wankhede Stadium, Mumbai",,,,,,1,0,4.5,,,
Prashant Solanki,PH Solanki,Kolkata Knight Riders,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Arun Jaitley Stadium, Delhi",3,26,20,8.67,130.0,,,,,54.2,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Barsapara Cricket Stadium, Guwahati",1,23,19,23.0,121.05,,,,,69.1,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,43,51,21.5,84.31,,,,,55.0,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Brabourne Stadium, Mumbai",3,100,58,33.33,172.41,,,,,99.1,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Dr DY Patil Sports Academy, Mumbai",4,134,78,33.5,171.79,,,,,99.1,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,Dubai International Cricket Stadium,5,85,71,17.0,119.72,,,,,61.2,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Eden Gardens, Kolkata",5,169,104,33.8,162.5,,,,,96.4,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"M Chinnaswamy Stadium, Bengaluru",2,45,28,22.5,160.71,,,,,81.7,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"MA Chidambaram Stadium, Chennai",10,212,155,21.2,136.77,,,,,72.1,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Maharashtra Cricket Association Stadium, Pune",3,9,16,3.0,56.25,,,,,22.5,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Narendra Modi Stadium, Ahmedabad",4,116,86,29.0,134.88,,,,,81.2,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,61,59,30.5,103.39,,,,,72.6,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,Rajiv Gandhi International Stadium,1,17,15,17.0,113.33,,,,,59.0,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",8,184,128,23.0,143.75,,,,,76.7,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Sawai Mansingh Stadium, Jaipur",10,221,169,22.1,130.77,,,,,71.2,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,Sharjah Cricket Stadium,7,107,77,15.29,138.96,,,,,65.4,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,Sheikh Zayed Stadium,6,129,103,21.5,125.24,,,,,68.6,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Wankhede Stadium, Mumbai",9,260,179,28.89,145.25,,,,,84.5,
Rahul Tripathi,RA Tripathi,Kolkata Knight Riders,batter,"Zayed Cricket Stadium, Abu Dhabi",2,119,75,59.5,158.67,,,,,127.3,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Brabourne Stadium, Mumbai",1,21,14,21.0,150.0,,,,,76.2,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,Dubai International Cricket Stadium,1,2,4,2.0,50.0,,,,,19.2,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Eden Gardens, Kolkata",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Maharashtra Cricket Association Stadium, Pune",1,3,5,3.0,60.0,,,,,23.8,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,Sharjah Cricket Stadium,,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,Sheikh Zayed Stadium,,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Tim Seifert,TL Seifert,Kolkata Knight Riders,wk-batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,Dubai International Cricket Stadium,,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,Sharjah Cricket Stadium,,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,Sheikh Zayed Stadium,,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Sarthak Ranjan,Sarthak Ranjan,Kolkata Knight Riders,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,Dubai International Cricket Stadium,,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Daksh Kamra,Daksh Kamra,Kolkata Knight Riders,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
